especie,porte,idade_categoria,temperatura,umidade,atividade_pct,nivel_risco
gato,unico,adulto,32.24,44.36,18.87,normal
cao,grande,idoso,31.91,83.78,49.12,critico
cao,grande,adulto,25.52,73.88,79.32,atencao
cao,pequeno,adulto,33.62,39.43,93.12,normal
gato,unico,filhote,34.01,43.12,92.81,atencao
cao,pequeno,idoso,23.58,46.24,95.79,normal
cao,grande,adulto,26.41,52.19,31.03,normal
cao,medio,adulto,31.85,46.91,85.04,normal
cao,grande,filhote,36.31,33.97,43.51,atencao
gato,unico,idoso,23.93,83.81,42.41,critico
ave,unico,filhote,32.6,51.26,77.26,normal
cao,grande,filhote,25.64,44.34,32.09,normal
cao,medio,idoso,23.0,64.18,99.88,normal
cao,grande,adulto,31.71,41.47,16.04,atencao
gato,unico,adulto,30.35,68.74,53.72,normal
cao,grande,adulto,32.44,69.0,90.51,normal
ave,unico,adulto,28.18,82.81,66.69,atencao
cao,medio,adulto,28.67,57.57,33.02,normal
cao,medio,filhote,31.59,47.81,34.52,normal
ave,unico,filhote,35.41,53.84,47.08,normal
gato,unico,adulto,36.22,53.98,19.89,atencao
ave,unico,adulto,24.34,40.07,59.72,atencao
gato,unico,filhote,30.79,45.45,67.19,normal
cao,grande,filhote,28.86,45.41,27.73,atencao
cao,medio,filhote,27.54,48.8,99.82,normal
cao,medio,adulto,27.4,37.14,63.48,normal
gato,unico,adulto,31.4,61.07,82.03,normal
cao,medio,idoso,30.15,72.54,17.88,atencao
gato,unico,adulto,20.27,63.01,27.13,normal
ave,unico,filhote,29.73,59.56,55.65,atencao
cao,medio,adulto,27.46,62.37,17.06,atencao
cao,grande,adulto,34.23,81.18,62.9,atencao
ave,unico,filhote,39.03,61.25,58.05,atencao
gato,unico,adulto,34.84,36.35,31.63,atencao
gato,unico,adulto,33.62,36.12,37.89,normal
ave,unico,adulto,33.27,61.36,45.01,normal
cao,grande,idoso,31.24,59.7,46.16,normal
ave,unico,adulto,29.04,72.83,18.26,critico
cao,pequeno,filhote,30.02,35.8,58.94,normal
gato,unico,filhote,19.08,42.34,57.16,atencao
gato,unico,adulto,30.44,38.21,39.9,normal
cao,medio,adulto,25.19,59.87,88.52,normal
gato,unico,adulto,25.27,41.86,90.6,normal
ave,unico,adulto,38.99,63.46,99.35,normal
gato,unico,adulto,29.24,59.34,48.04,normal
ave,unico,adulto,31.06,45.04,88.48,normal
ave,unico,idoso,37.13,61.17,61.39,normal
ave,unico,adulto,27.16,49.28,51.6,normal
gato,unico,adulto,28.59,67.8,19.1,normal
cao,grande,filhote,35.73,65.38,88.35,normal
gato,unico,idoso,31.79,60.69,55.46,normal
ave,unico,adulto,20.72,60.35,45.93,atencao
ave,unico,adulto,30.94,56.13,36.33,normal
gato,unico,adulto,20.24,50.81,74.16,normal
ave,unico,adulto,38.19,46.27,41.71,normal
cao,pequeno,adulto,20.78,47.44,71.74,normal
cao,pequeno,adulto,32.61,57.31,40.63,normal
ave,unico,adulto,31.46,71.86,56.24,normal
ave,unico,adulto,22.44,93.67,83.6,critico
cao,grande,filhote,24.34,47.1,35.22,normal
gato,unico,adulto,28.49,34.15,13.36,atencao
cao,medio,adulto,32.22,51.34,35.59,normal
gato,unico,filhote,21.35,60.09,67.07,normal
gato,unico,filhote,29.51,43.33,59.6,normal
gato,unico,adulto,30.46,48.5,66.12,normal
ave,unico,adulto,36.06,47.53,39.29,normal
gato,unico,filhote,27.38,35.11,80.78,normal
cao,grande,adulto,30.79,65.27,72.97,normal
ave,unico,filhote,26.85,50.16,88.7,normal
cao,grande,idoso,23.26,56.75,84.49,normal
ave,unico,idoso,29.98,37.78,73.19,atencao
cao,grande,adulto,31.1,58.24,65.06,normal
cao,grande,filhote,29.78,62.7,59.93,normal
ave,unico,idoso,30.96,65.36,75.44,normal
gato,unico,adulto,20.99,65.68,5.31,atencao
gato,unico,idoso,29.96,58.8,96.14,normal
gato,unico,adulto,20.76,53.87,51.37,normal
gato,unico,filhote,16.81,65.63,66.41,atencao
gato,unico,adulto,31.47,63.01,0.33,critico
gato,unico,adulto,18.84,66.21,49.81,atencao
cao,medio,idoso,33.28,62.42,50.34,normal
gato,unico,adulto,16.91,51.74,54.78,atencao
cao,medio,adulto,21.91,55.98,11.1,atencao
gato,unico,adulto,25.29,58.4,0.1,critico
ave,unico,idoso,32.83,52.58,41.7,normal
cao,grande,adulto,22.86,67.64,64.09,normal
cao,pequeno,adulto,34.96,50.99,65.8,normal
ave,unico,idoso,30.71,51.85,55.97,normal
cao,grande,adulto,25.15,48.39,12.88,atencao
gato,unico,filhote,23.73,42.23,54.64,normal
cao,medio,adulto,29.79,64.25,46.53,normal
cao,medio,adulto,22.76,89.95,60.42,critico
gato,unico,adulto,27.75,22.16,6.61,atencao
cao,grande,adulto,24.82,39.0,90.84,normal
cao,medio,filhote,27.27,52.15,71.32,normal
gato,unico,adulto,28.95,49.82,16.52,normal
ave,unico,adulto,29.69,46.44,79.21,normal
cao,medio,idoso,21.85,52.17,44.28,normal
cao,pequeno,adulto,34.23,28.67,55.28,atencao
ave,unico,idoso,28.52,61.93,22.24,critico
gato,unico,adulto,30.48,64.75,60.61,normal
gato,unico,adulto,30.53,35.6,44.6,normal
cao,medio,adulto,25.84,50.45,23.94,atencao
cao,medio,idoso,32.27,84.42,64.53,critico
gato,unico,adulto,20.09,34.39,63.71,normal
gato,unico,idoso,21.33,28.58,86.67,atencao
cao,grande,idoso,27.82,40.08,66.45,normal
ave,unico,idoso,32.66,64.71,54.11,normal
cao,pequeno,idoso,25.82,45.38,97.14,normal
gato,unico,idoso,16.46,57.39,80.62,critico
ave,unico,adulto,27.35,88.41,65.89,atencao
gato,unico,idoso,34.3,42.89,74.26,atencao
cao,grande,idoso,27.12,48.6,98.85,normal
cao,grande,adulto,25.89,44.49,48.9,normal
cao,grande,adulto,33.42,49.87,70.0,normal
cao,pequeno,adulto,22.71,51.64,45.6,normal
gato,unico,idoso,19.2,49.0,21.6,atencao
ave,unico,idoso,36.55,55.85,75.82,normal
cao,medio,adulto,22.09,30.14,43.4,normal
cao,pequeno,adulto,30.57,21.93,44.23,atencao
ave,unico,adulto,35.19,42.57,49.48,normal
cao,pequeno,idoso,30.67,78.16,72.76,critico
ave,unico,adulto,27.63,49.98,65.94,normal
cao,medio,filhote,33.29,41.41,81.06,normal
cao,medio,adulto,10.52,45.51,41.96,critico
gato,unico,filhote,31.13,43.49,99.33,normal
ave,unico,adulto,25.54,44.49,49.6,normal
cao,pequeno,filhote,36.13,15.61,31.7,critico
cao,pequeno,adulto,31.17,35.33,11.99,atencao
ave,unico,adulto,25.31,41.74,52.14,normal
gato,unico,filhote,35.98,53.03,69.24,critico
gato,unico,adulto,27.53,56.49,24.88,normal
ave,unico,adulto,32.77,50.05,96.11,normal
ave,unico,adulto,35.67,74.04,20.56,atencao
gato,unico,idoso,40.25,52.67,47.77,critico
cao,medio,adulto,34.24,43.16,32.12,normal
cao,medio,adulto,37.66,57.75,54.6,atencao
cao,pequeno,idoso,25.87,48.5,41.91,atencao
cao,medio,adulto,29.51,44.57,88.93,normal
gato,unico,adulto,30.59,54.42,1.82,critico
cao,medio,filhote,23.8,59.39,63.75,normal
gato,unico,filhote,23.72,25.27,67.99,atencao
cao,medio,adulto,20.67,60.08,30.93,atencao
cao,medio,filhote,29.5,78.18,90.66,atencao
gato,unico,filhote,26.42,33.52,52.77,normal
ave,unico,filhote,38.77,88.38,50.24,critico
ave,unico,adulto,34.05,46.39,31.26,atencao
gato,unico,filhote,25.09,57.14,21.59,normal
cao,pequeno,adulto,26.12,58.2,42.02,normal
cao,pequeno,filhote,31.26,54.45,7.64,critico
ave,unico,adulto,29.95,56.89,73.83,normal
cao,medio,idoso,27.15,56.74,60.03,normal
ave,unico,idoso,28.46,48.99,41.52,normal
gato,unico,adulto,24.21,59.96,82.5,normal
cao,grande,adulto,23.04,68.36,62.68,normal
cao,pequeno,filhote,32.82,24.85,76.66,atencao
gato,unico,adulto,38.1,30.35,75.87,critico
ave,unico,adulto,29.82,31.5,59.5,atencao
cao,pequeno,adulto,30.61,56.87,39.71,normal
ave,unico,adulto,34.4,48.84,36.21,normal
gato,unico,idoso,29.37,54.92,51.48,normal
cao,medio,adulto,27.89,67.89,69.64,normal
gato,unico,adulto,29.21,32.56,29.11,normal
cao,grande,filhote,24.96,51.34,84.23,normal
cao,grande,adulto,24.82,44.26,44.21,normal
ave,unico,adulto,28.56,73.21,76.3,normal
gato,unico,adulto,22.18,18.03,51.53,atencao
gato,unico,adulto,26.92,76.12,24.07,atencao
cao,medio,filhote,31.54,55.28,65.21,normal
cao,pequeno,adulto,25.15,37.37,32.98,normal
ave,unico,adulto,38.57,46.99,38.89,normal
cao,medio,idoso,13.15,50.23,97.63,critico
ave,unico,adulto,33.05,71.15,77.31,normal
gato,unico,adulto,26.65,64.18,55.07,normal
cao,grande,idoso,32.2,42.91,14.04,atencao
cao,medio,adulto,32.83,53.5,91.68,normal
cao,grande,adulto,34.07,32.15,62.57,normal
cao,medio,adulto,25.62,55.03,84.52,normal
cao,grande,adulto,24.21,52.27,78.15,normal
gato,unico,idoso,22.65,60.68,67.56,normal
cao,pequeno,adulto,34.24,43.58,33.11,normal
gato,unico,filhote,27.08,35.92,97.49,normal
cao,pequeno,idoso,21.62,58.62,66.48,normal
cao,pequeno,adulto,25.53,32.63,19.33,atencao
gato,unico,idoso,28.01,42.55,92.61,normal
gato,unico,filhote,24.67,48.29,62.43,normal
gato,unico,adulto,21.4,67.29,46.84,normal
gato,unico,filhote,19.16,46.78,34.99,atencao
cao,medio,adulto,28.89,60.24,73.36,normal
ave,unico,idoso,28.84,64.39,56.29,normal
cao,pequeno,adulto,22.63,57.63,88.21,normal
gato,unico,idoso,26.78,51.07,42.58,normal
ave,unico,adulto,31.92,44.62,97.13,normal
ave,unico,idoso,35.57,62.5,72.83,normal
gato,unico,adulto,31.09,49.79,40.5,normal
cao,medio,idoso,23.17,55.02,95.02,normal
ave,unico,adulto,27.15,46.3,26.5,atencao
ave,unico,adulto,36.3,38.35,32.89,atencao
gato,unico,adulto,21.07,34.26,57.09,atencao
gato,unico,idoso,28.3,42.35,76.68,normal
cao,pequeno,adulto,28.92,42.99,26.9,normal
cao,grande,adulto,31.25,38.59,87.59,normal
ave,unico,adulto,30.88,60.2,91.74,normal
cao,grande,adulto,32.95,19.45,68.85,atencao
gato,unico,idoso,26.06,65.95,6.54,atencao
cao,grande,filhote,28.67,62.18,63.35,normal
ave,unico,filhote,24.44,86.74,98.0,critico
ave,unico,idoso,36.9,70.86,89.75,normal
gato,unico,adulto,14.65,38.9,99.97,critico
cao,grande,filhote,23.31,59.23,15.71,atencao
cao,grande,adulto,21.21,14.73,94.43,critico
cao,grande,adulto,22.44,46.31,87.33,normal
ave,unico,adulto,34.25,22.62,66.55,atencao
ave,unico,filhote,30.26,69.15,50.93,normal
cao,pequeno,idoso,23.03,52.61,8.34,critico
cao,pequeno,adulto,22.92,45.63,95.99,normal
gato,unico,filhote,23.98,55.72,78.6,normal
gato,unico,adulto,26.27,67.5,77.62,normal
gato,unico,adulto,26.41,73.79,79.5,atencao
cao,medio,adulto,28.42,42.01,55.02,atencao
ave,unico,adulto,21.07,41.32,37.8,atencao
ave,unico,filhote,36.4,62.81,80.03,normal
gato,unico,adulto,18.44,37.0,65.69,atencao
cao,pequeno,adulto,32.54,60.2,81.47,normal
gato,unico,adulto,16.29,52.56,60.31,atencao
cao,grande,idoso,22.88,53.1,51.63,atencao
cao,grande,filhote,21.79,22.04,90.8,atencao
gato,unico,adulto,29.46,69.75,22.83,normal
cao,pequeno,idoso,24.19,62.82,57.31,normal
cao,medio,filhote,27.07,62.26,66.25,normal
cao,pequeno,idoso,20.83,46.53,96.68,atencao
ave,unico,idoso,34.41,43.87,94.52,normal
gato,unico,adulto,26.78,48.41,63.15,normal
cao,grande,idoso,23.03,48.95,26.43,atencao
cao,pequeno,adulto,20.23,40.92,25.18,normal
gato,unico,adulto,12.09,33.43,5.94,critico
cao,grande,adulto,24.01,73.82,94.31,atencao
cao,medio,filhote,20.99,63.16,47.71,atencao
cao,grande,filhote,19.9,45.52,79.74,atencao
gato,unico,adulto,20.56,45.46,49.54,normal
cao,grande,adulto,22.5,30.92,35.0,normal
cao,grande,adulto,29.82,71.98,69.66,atencao
gato,unico,adulto,26.29,46.89,1.26,critico
cao,medio,filhote,25.87,36.68,47.17,normal
gato,unico,adulto,23.81,58.83,19.13,normal
cao,pequeno,filhote,29.43,40.53,35.19,normal
gato,unico,adulto,17.55,51.29,37.75,normal
cao,grande,idoso,32.75,45.52,12.57,atencao
gato,unico,adulto,24.2,70.2,61.56,atencao
gato,unico,adulto,30.41,27.29,99.67,atencao
gato,unico,adulto,24.61,45.26,67.53,normal
gato,unico,idoso,29.6,46.33,92.17,normal
gato,unico,filhote,27.71,76.8,74.36,atencao
ave,unico,filhote,34.88,64.48,68.86,normal
cao,grande,adulto,23.17,51.47,96.85,normal
cao,medio,filhote,28.63,29.57,99.25,atencao
ave,unico,idoso,38.13,43.99,61.94,atencao
cao,grande,adulto,34.54,10.52,84.2,critico
gato,unico,adulto,27.45,41.69,3.28,critico
ave,unico,filhote,33.69,48.86,24.07,atencao
ave,unico,adulto,31.07,27.59,88.02,atencao
cao,grande,idoso,26.27,64.81,96.46,normal
gato,unico,idoso,34.85,39.96,48.21,atencao
cao,medio,adulto,29.51,30.73,20.84,atencao
cao,pequeno,adulto,32.53,45.97,58.6,atencao
cao,grande,filhote,31.98,78.04,24.87,atencao
gato,unico,filhote,32.34,64.96,49.13,normal
ave,unico,filhote,23.12,69.4,81.66,normal
gato,unico,filhote,32.78,59.08,95.22,normal
cao,medio,filhote,17.74,35.87,73.18,atencao
gato,unico,filhote,22.8,38.44,18.82,normal
gato,unico,adulto,30.95,15.33,66.81,atencao
cao,pequeno,filhote,25.81,70.05,7.98,atencao
cao,medio,idoso,20.88,39.11,76.19,atencao
gato,unico,adulto,29.41,40.09,42.6,normal
cao,grande,adulto,32.52,60.47,49.68,normal
gato,unico,adulto,27.48,32.47,32.74,normal
gato,unico,adulto,26.8,76.25,67.91,critico
gato,unico,idoso,23.56,44.52,63.9,normal
cao,pequeno,filhote,28.69,45.66,49.18,normal
cao,grande,adulto,24.11,36.99,14.88,atencao
ave,unico,adulto,19.53,67.85,72.95,critico
gato,unico,adulto,29.4,69.61,22.71,normal
cao,pequeno,idoso,36.22,56.31,81.96,atencao
ave,unico,filhote,35.98,53.09,44.88,normal
ave,unico,adulto,33.72,46.6,71.99,normal
gato,unico,adulto,30.35,61.35,40.66,normal
gato,unico,adulto,27.17,54.84,13.19,atencao
gato,unico,idoso,30.11,66.59,0.05,critico
gato,unico,idoso,26.26,41.71,7.29,atencao
ave,unico,filhote,36.9,85.83,82.96,critico
gato,unico,filhote,28.92,34.5,86.54,normal
gato,unico,adulto,23.48,47.29,71.77,normal
gato,unico,idoso,26.16,48.0,23.05,normal
ave,unico,adulto,30.62,92.47,80.28,critico
cao,medio,idoso,24.58,43.09,88.85,normal
cao,grande,adulto,20.16,21.6,84.7,atencao
gato,unico,idoso,28.31,30.89,63.63,atencao
ave,unico,adulto,25.44,56.15,65.08,normal
cao,medio,adulto,36.39,41.18,42.32,atencao
cao,medio,adulto,33.11,36.84,56.94,atencao
gato,unico,idoso,23.28,59.29,11.46,atencao
cao,grande,filhote,25.6,71.42,22.28,atencao
cao,pequeno,adulto,34.56,69.32,68.47,normal
gato,unico,idoso,21.06,63.62,64.61,normal
cao,medio,filhote,18.48,63.46,16.61,atencao
cao,grande,adulto,24.1,42.1,70.92,normal
ave,unico,adulto,21.25,60.78,48.52,atencao
cao,grande,adulto,24.86,28.99,44.84,atencao
gato,unico,adulto,22.1,33.6,62.89,normal
cao,medio,filhote,22.58,37.72,50.59,normal
cao,pequeno,idoso,17.06,41.32,9.42,critico
gato,unico,adulto,20.97,35.89,74.01,normal
cao,pequeno,adulto,33.39,55.35,41.67,normal
cao,grande,adulto,20.8,54.61,28.55,normal
cao,pequeno,filhote,28.94,27.74,51.85,atencao
gato,unico,adulto,38.12,64.13,36.59,critico
gato,unico,adulto,24.29,63.37,41.25,normal
cao,medio,adulto,35.64,47.31,39.83,normal
gato,unico,idoso,27.58,36.95,6.15,atencao
gato,unico,idoso,21.66,65.44,29.36,normal
gato,unico,adulto,29.92,32.72,24.19,normal
cao,pequeno,filhote,27.61,48.81,96.58,normal
cao,pequeno,filhote,33.17,59.51,71.91,normal
cao,pequeno,adulto,26.82,44.25,9.47,atencao
gato,unico,adulto,28.44,53.16,7.32,atencao
cao,grande,idoso,21.72,65.14,51.56,normal
cao,grande,idoso,26.77,30.02,34.24,atencao
cao,medio,adulto,32.4,10.7,91.49,critico
cao,pequeno,adulto,30.95,36.59,67.44,normal
cao,grande,idoso,25.11,39.06,10.36,critico
cao,medio,idoso,26.27,46.55,41.4,normal
cao,pequeno,adulto,25.75,64.86,3.63,critico
gato,unico,filhote,32.37,25.83,87.03,atencao
cao,grande,adulto,28.95,58.98,1.85,critico
gato,unico,adulto,33.5,46.16,70.56,normal
cao,grande,adulto,38.67,34.42,9.22,critico
ave,unico,adulto,35.52,60.64,17.69,critico
cao,grande,adulto,26.43,60.34,52.89,normal
cao,grande,adulto,19.69,33.5,66.84,atencao
cao,medio,idoso,24.36,37.73,15.63,atencao
cao,medio,adulto,35.73,61.93,57.48,atencao
cao,medio,idoso,34.57,39.49,91.74,atencao
gato,unico,adulto,29.91,64.74,8.83,atencao
ave,unico,adulto,29.39,84.08,79.76,atencao
gato,unico,filhote,24.41,49.37,0.26,critico
cao,grande,adulto,32.26,69.6,55.52,normal
gato,unico,adulto,20.15,36.79,70.46,normal
cao,grande,idoso,28.93,59.79,16.25,atencao
cao,pequeno,adulto,13.67,40.77,58.65,critico
cao,medio,filhote,37.16,48.39,91.61,critico
gato,unico,adulto,37.27,63.9,68.51,atencao
gato,unico,adulto,17.91,50.24,48.88,atencao
cao,medio,idoso,22.65,68.27,87.49,atencao
ave,unico,filhote,34.09,45.24,81.36,normal
cao,medio,idoso,28.53,53.21,16.9,atencao
gato,unico,adulto,18.52,40.4,4.71,critico
gato,unico,adulto,27.42,63.25,46.03,normal
ave,unico,adulto,26.4,63.58,35.5,normal
cao,medio,adulto,27.13,37.71,72.05,normal
cao,pequeno,idoso,33.61,84.56,22.97,critico
gato,unico,idoso,31.6,47.49,45.01,normal
ave,unico,filhote,36.77,86.61,73.24,critico
ave,unico,adulto,28.13,34.5,71.02,atencao
gato,unico,adulto,29.87,46.7,79.44,normal
cao,pequeno,idoso,26.14,61.1,48.28,normal
cao,pequeno,adulto,15.12,45.98,24.79,atencao
cao,medio,filhote,22.41,47.41,51.09,normal
gato,unico,adulto,32.67,64.77,35.2,normal
ave,unico,adulto,26.14,61.95,56.86,normal
cao,grande,filhote,29.69,34.09,38.83,normal
cao,pequeno,filhote,29.88,40.22,89.95,normal
ave,unico,adulto,25.82,47.54,99.91,normal
gato,unico,adulto,26.06,18.34,49.61,atencao
gato,unico,adulto,33.83,61.34,10.75,atencao
cao,medio,adulto,21.73,46.71,44.73,normal
cao,grande,filhote,22.03,51.43,92.18,normal
gato,unico,adulto,29.46,39.99,63.75,normal
gato,unico,adulto,33.21,58.92,73.61,normal
cao,pequeno,adulto,17.08,61.48,65.95,atencao
cao,grande,adulto,28.21,32.13,54.89,normal
gato,unico,filhote,24.27,66.98,43.04,normal
cao,medio,adulto,33.27,57.05,50.57,atencao
ave,unico,idoso,32.52,67.63,93.14,normal
ave,unico,adulto,27.25,51.89,25.03,critico
gato,unico,idoso,21.55,53.34,88.04,normal
cao,grande,filhote,18.56,38.92,5.55,critico
cao,medio,idoso,31.38,60.2,95.47,normal
gato,unico,adulto,25.65,58.35,58.12,normal
gato,unico,adulto,31.26,58.5,8.68,atencao
cao,grande,adulto,25.05,14.19,66.66,critico
gato,unico,adulto,29.66,68.86,5.84,atencao
gato,unico,adulto,32.62,35.04,48.4,normal
gato,unico,filhote,31.18,63.81,59.35,normal
cao,grande,adulto,28.91,86.7,58.9,critico
cao,grande,adulto,21.53,77.22,58.8,atencao
cao,grande,idoso,26.53,67.55,38.01,atencao
ave,unico,adulto,37.11,59.82,30.68,atencao
ave,unico,adulto,19.06,63.77,74.45,critico
gato,unico,adulto,27.91,64.44,84.84,normal
gato,unico,adulto,21.71,63.94,2.07,critico
gato,unico,filhote,24.07,62.57,53.23,normal
cao,medio,adulto,32.13,20.16,69.54,atencao
gato,unico,adulto,22.63,65.52,83.71,normal
cao,pequeno,idoso,27.76,57.62,55.27,normal
cao,pequeno,adulto,20.55,66.17,34.58,normal
gato,unico,adulto,33.27,52.88,8.06,atencao
cao,medio,adulto,27.43,50.07,26.75,normal
cao,grande,filhote,25.66,58.16,65.42,normal
cao,medio,adulto,17.07,31.78,83.83,atencao
gato,unico,adulto,29.5,29.42,1.6,critico
gato,unico,adulto,26.71,62.47,12.59,atencao
gato,unico,idoso,24.21,38.14,75.35,normal
cao,pequeno,adulto,23.86,66.91,34.69,normal
cao,grande,filhote,25.18,34.86,79.06,normal
cao,medio,adulto,33.37,55.43,95.33,normal
cao,pequeno,adulto,21.93,33.51,87.88,normal
gato,unico,adulto,31.98,63.24,82.91,normal
cao,grande,adulto,25.43,81.79,49.1,atencao
cao,pequeno,idoso,21.6,83.25,50.12,critico
ave,unico,filhote,35.8,44.71,87.72,normal
gato,unico,idoso,28.21,67.91,80.28,atencao
cao,medio,adulto,27.28,43.72,4.18,critico
cao,grande,adulto,33.93,66.43,78.68,normal
ave,unico,adulto,37.39,51.19,59.77,normal
ave,unico,filhote,33.35,88.97,90.35,critico
cao,pequeno,idoso,22.69,60.96,65.03,normal
gato,unico,adulto,32.4,74.04,23.51,atencao
ave,unico,adulto,29.93,54.1,36.07,normal
gato,unico,adulto,31.41,75.72,57.58,atencao
cao,medio,adulto,34.27,60.48,57.2,normal
gato,unico,adulto,20.76,36.74,53.75,normal
cao,pequeno,filhote,31.5,77.94,99.9,atencao
gato,unico,adulto,28.81,61.81,12.82,atencao
ave,unico,filhote,30.28,59.71,90.18,normal
cao,grande,filhote,29.9,33.72,53.18,normal
gato,unico,adulto,18.74,69.69,48.73,atencao
gato,unico,filhote,26.0,38.86,27.19,normal
ave,unico,adulto,33.1,52.75,40.22,normal
ave,unico,adulto,37.42,46.94,83.66,normal
ave,unico,filhote,29.41,66.81,48.14,normal
cao,medio,adulto,31.34,19.93,74.01,atencao
cao,grande,adulto,24.19,52.83,7.72,critico
ave,unico,filhote,37.09,50.39,60.87,normal
gato,unico,adulto,26.5,67.09,4.51,critico
gato,unico,adulto,21.26,35.28,57.12,normal
gato,unico,filhote,22.32,44.75,29.87,normal
cao,medio,adulto,29.54,67.98,99.76,normal
ave,unico,adulto,30.25,60.97,90.66,atencao
ave,unico,adulto,22.68,59.64,59.96,atencao
ave,unico,adulto,28.76,62.82,43.75,normal
ave,unico,adulto,32.26,66.88,45.68,normal
gato,unico,adulto,30.55,77.4,63.63,atencao
gato,unico,filhote,27.83,46.96,1.13,critico
gato,unico,adulto,30.43,35.08,6.04,atencao
cao,pequeno,idoso,30.18,72.19,78.74,atencao
ave,unico,adulto,37.66,68.18,52.84,normal
gato,unico,filhote,31.51,61.34,94.16,normal
cao,pequeno,filhote,18.24,47.89,51.11,atencao
gato,unico,idoso,32.77,60.68,7.82,atencao
gato,unico,adulto,36.68,32.42,90.38,atencao
gato,unico,idoso,29.56,34.25,53.0,normal
gato,unico,adulto,30.56,53.32,94.55,normal
ave,unico,adulto,37.15,87.59,94.13,atencao
cao,pequeno,filhote,27.62,56.61,37.3,normal
ave,unico,filhote,32.78,50.02,66.57,normal
gato,unico,filhote,34.64,57.03,91.19,atencao
gato,unico,idoso,32.42,20.36,26.74,atencao
ave,unico,adulto,28.35,47.74,34.8,atencao
ave,unico,adulto,29.28,44.46,70.46,normal
gato,unico,filhote,31.26,69.8,42.79,atencao
ave,unico,filhote,37.66,63.58,83.07,normal
gato,unico,filhote,22.18,57.89,78.53,normal
cao,medio,adulto,36.29,55.66,86.37,normal
gato,unico,adulto,20.08,69.68,30.55,normal
gato,unico,idoso,18.71,69.87,56.91,atencao
cao,grande,filhote,36.42,22.51,55.08,atencao
cao,medio,adulto,25.6,69.73,24.92,normal
gato,unico,idoso,22.42,57.68,21.91,normal
gato,unico,filhote,21.41,84.58,42.37,critico
cao,pequeno,adulto,31.35,47.36,66.89,normal
cao,medio,idoso,19.07,52.37,45.05,atencao
cao,medio,adulto,31.35,42.38,94.16,normal
cao,medio,adulto,29.85,47.45,84.24,normal
cao,grande,adulto,19.03,20.1,95.2,atencao
ave,unico,adulto,27.31,41.48,64.51,normal
gato,unico,adulto,35.39,83.79,60.32,atencao
ave,unico,adulto,26.4,60.6,85.6,normal
gato,unico,adulto,21.31,36.91,0.06,critico
gato,unico,adulto,28.31,65.47,72.01,normal
cao,pequeno,adulto,34.73,32.52,92.73,normal
cao,medio,idoso,31.5,43.68,98.13,normal
gato,unico,idoso,24.48,63.24,90.18,normal
cao,pequeno,adulto,31.36,52.54,34.0,normal
cao,pequeno,adulto,27.98,44.27,84.42,normal
ave,unico,adulto,35.61,71.87,35.96,normal
gato,unico,adulto,31.33,67.54,82.09,normal
cao,grande,idoso,22.78,83.68,80.7,critico
gato,unico,filhote,29.4,79.58,50.43,atencao
cao,medio,filhote,25.36,54.23,87.69,normal
cao,pequeno,adulto,34.05,62.12,57.0,normal
cao,pequeno,adulto,15.69,34.79,77.5,atencao
gato,unico,filhote,21.12,49.02,27.44,normal
cao,medio,filhote,31.96,65.59,97.09,normal
cao,medio,filhote,26.76,81.74,77.04,critico
ave,unico,adulto,25.78,44.34,67.45,normal
gato,unico,adulto,24.72,41.83,20.7,normal
ave,unico,adulto,40.68,68.63,79.97,atencao
cao,medio,filhote,29.58,28.93,58.88,atencao
ave,unico,adulto,34.82,66.47,85.7,normal
cao,pequeno,filhote,27.22,47.62,30.19,atencao
ave,unico,adulto,37.97,61.12,48.21,normal
gato,unico,adulto,32.87,66.6,99.08,normal
cao,medio,filhote,32.27,66.92,46.68,normal
cao,grande,adulto,32.63,62.92,42.32,normal
cao,grande,idoso,17.63,70.77,90.89,atencao
cao,grande,adulto,16.62,64.27,69.52,atencao
cao,grande,adulto,27.77,59.74,86.17,normal
gato,unico,adulto,29.61,47.6,47.24,normal
ave,unico,filhote,35.23,58.03,35.96,atencao
cao,grande,adulto,33.36,66.64,45.83,normal
gato,unico,idoso,23.29,41.88,14.72,atencao
cao,pequeno,filhote,25.84,38.9,2.75,critico
gato,unico,idoso,24.95,76.2,99.45,atencao
cao,pequeno,filhote,22.8,34.68,78.43,normal
cao,grande,adulto,32.48,63.85,75.88,normal
gato,unico,adulto,33.36,50.44,4.57,critico
cao,grande,adulto,34.52,63.89,14.65,atencao
ave,unico,adulto,27.75,93.97,70.52,critico
cao,pequeno,adulto,26.33,54.75,4.44,critico
cao,grande,adulto,23.69,57.17,90.49,normal
gato,unico,adulto,25.22,63.66,51.64,normal
gato,unico,adulto,25.62,31.13,11.95,atencao
ave,unico,idoso,35.66,62.37,50.08,normal
ave,unico,adulto,26.45,60.05,61.1,normal
cao,grande,adulto,17.95,41.03,38.14,atencao
gato,unico,filhote,30.27,65.19,25.92,normal
gato,unico,filhote,20.36,57.06,51.07,atencao
cao,medio,idoso,21.52,65.89,99.04,normal
cao,grande,adulto,28.24,32.83,65.57,normal
gato,unico,adulto,32.49,18.63,80.76,atencao
cao,pequeno,adulto,27.93,67.12,57.16,normal
ave,unico,adulto,44.63,67.71,42.49,critico
gato,unico,filhote,32.09,60.92,36.16,normal
ave,unico,adulto,37.24,49.22,48.35,normal
ave,unico,filhote,25.36,47.82,45.34,atencao
